sample_number,site,element,value,group
134,Forest,Y_col,17.86681031,colour
134,Forest,Z_col,4.512597894,colour
134,Forest,x_col,0.484514011,colour
134,Forest,y_col,0.411543071,colour
134,Forest,u_col,12.25773464,colour
134,Forest,v_col,4.614470708,colour
134,Forest,L_col,49.33416295,colour
134,Forest,a_col,5.456927973,colour
134,Forest,b_col,11.79926881,colour
134,Forest,h_col,1.137612485,colour
134,Forest,c_col,13.00003105,colour
134,Forest,R_col,129.6287975,colour
134,Forest,G_col,113.3006745,colour
134,Forest,B_col,97.16825359,colour
135,Forest,X_col,26.60655683,colour
135,Forest,Y_col,22.52540963,colour
135,Forest,Z_col,5.257366758,colour
135,Forest,x_col,0.489187038,colour
135,Forest,y_col,0.414151237,colour
135,Forest,u_col,14.83865313,colour
135,Forest,v_col,6.303436084,colour
135,Forest,L_col,54.58009226,colour
135,Forest,a_col,6.234441342,colour
135,Forest,b_col,15.57601451,colour
135,Forest,h_col,1.190066619,colour
135,Forest,c_col,16.77738021,colour
135,Forest,R_col,145.296277,colour
135,Forest,G_col,125.9509378,colour
135,Forest,B_col,103.3699431,colour
136,Forest,X_col,14.14858216,colour
136,Forest,Y_col,11.85519066,colour
136,Forest,Z_col,2.948854416,colour
136,Forest,x_col,0.488680424,colour
136,Forest,y_col,0.409468563,colour
136,Forest,u_col,12.17318532,colour
136,Forest,v_col,3.755772096,colour
136,Forest,L_col,40.98503729,colour
136,Forest,a_col,5.898572542,colour
136,Forest,b_col,10.73821021,colour
136,Forest,h_col,1.068485432,colour
136,Forest,c_col,12.25162506,colour
136,Forest,R_col,109.0211791,colour
136,Forest,G_col,92.4551859,colour
136,Forest,B_col,79.08967264,colour
137,Forest,X_col,15.96025875,colour
137,Forest,Y_col,13.38763753,colour
137,Forest,Z_col,3.188014002,colour
137,Forest,x_col,0.490542868,colour
137,Forest,y_col,0.411472659,colour
137,Forest,u_col,13.01260653,colour
137,Forest,v_col,4.558008118,colour
137,Forest,L_col,43.34160718,colour
137,Forest,a_col,6.048356164,colour
137,Forest,b_col,12.49667361,colour
137,Forest,h_col,1.120032648,colour
137,Forest,c_col,13.88342406,colour
137,Forest,R_col,115.4831996,colour
137,Forest,G_col,98.06246648,colour
137,Forest,B_col,81.64313652,colour
138,Forest,X_col,14.53585876,colour
138,Forest,Y_col,12.21462629,colour
138,Forest,Z_col,2.998249055,colour
138,Forest,x_col,0.488621086,colour
138,Forest,y_col,0.410593145,colour
138,Forest,u_col,12.02587583,colour
138,Forest,v_col,4.032534421,colour
138,Forest,L_col,41.55521986,colour
138,Forest,a_col,5.715174998,colour
138,Forest,b_col,11.23536571,colour
138,Forest,h_col,1.100231035,colour
138,Forest,c_col,12.60542216,colour
138,Forest,R_col,110.2297204,colour
138,Forest,G_col,93.97121088,colour
138,Forest,B_col,79.55505216,colour
139,Forest,X_col,13.23696954,colour
139,Forest,Y_col,11.17253685,colour
139,Forest,Z_col,2.809539942,colour
139,Forest,x_col,0.48631276,colour
139,Forest,y_col,0.410467608,colour
139,Forest,u_col,10.78456386,colour
139,Forest,v_col,3.66145865,colour
139,Forest,L_col,39.86956043,colour
139,Forest,a_col,5.184295868,colour
139,Forest,b_col,10.21538973,colour
139,Forest,h_col,1.101167858,colour
139,Forest,c_col,11.45561482,colour
139,Forest,R_col,104.9820034,colour
139,Forest,G_col,90.29876583,colour
139,Forest,B_col,77.26770348,colour
140,Forest,X_col,27.40630476,colour
140,Forest,Y_col,23.28057205,colour
140,Forest,Z_col,5.47838763,colour
140,Forest,x_col,0.487958261,colour
140,Forest,y_col,0.414501245,colour
140,Forest,u_col,14.35363978,colour
140,Forest,v_col,6.352459506,colour
140,Forest,L_col,55.36016931,colour
140,Forest,a_col,5.952007129,colour
140,Forest,b_col,15.45432369,colour
140,Forest,h_col,1.203169569,colour
140,Forest,c_col,16.56087285,colour
140,Forest,R_col,146.8334,colour
140,Forest,G_col,128.1597926,colour
140,Forest,B_col,105.4762892,colour
141,Forest,X_col,26.30472282,colour
141,Forest,Y_col,22.27291087,colour
141,Forest,Z_col,5.172550939,colour
141,Forest,x_col,0.489388511,colour
141,Forest,y_col,0.414378314,colour
141,Forest,u_col,14.78243765,colour
141,Forest,v_col,6.354216079,colour
141,Forest,L_col,54.31537797,colour
141,Forest,a_col,6.196998907,colour
141,Forest,b_col,15.69334304,colour
141,Forest,h_col,1.19471088,colour
141,Forest,c_col,16.87257571,colour
141,Forest,R_col,144.5560898,colour
141,Forest,G_col,125.3064349,colour
141,Forest,B_col,102.4989846,colour
142,Forest,X_col,25.73912399,colour
142,Forest,Y_col,21.7811705,colour
142,Forest,Z_col,5.124439547,colour
142,Forest,x_col,0.488921152,colour
142,Forest,y_col,0.413738827,colour
142,Forest,u_col,14.64223892,colour
142,Forest,v_col,6.076858973,colour
142,Forest,L_col,53.79404902,colour
142,Forest,a_col,6.211330532,colour
142,Forest,b_col,15.12273937,colour
142,Forest,h_col,1.181076132,colour
142,Forest,c_col,16.34863521,colour
142,Forest,R_col,143.1126669,colour
142,Forest,G_col,123.9683095,colour
142,Forest,B_col,102.2510157,colour
143,Forest,X_col,18.1143877,colour
143,Forest,Y_col,15.29403998,colour
143,Forest,Z_col,3.952861031,colour
143,Forest,x_col,0.48484376,colour
143,Forest,y_col,0.409355258,colour
143,Forest,u_col,12.19665591,colour
143,Forest,v_col,3.841425113,colour
143,Forest,L_col,46.03432528,colour
143,Forest,a_col,5.727970627,colour
143,Forest,b_col,10.46484819,colour
143,Forest,h_col,1.069987296,colour
143,Forest,c_col,11.92990759,colour
143,Forest,R_col,121.4100538,colour
143,Forest,G_col,104.8999849,colour
143,Forest,B_col,91.5543739,colour
144,Forest,X_col,17.2471586,colour
144,Forest,Y_col,14.54663135,colour
144,Forest,Z_col,3.66855129,colour
144,Forest,x_col,0.48635138,colour
144,Forest,y_col,0.410199407,colour
144,Forest,u_col,12.26481959,colour
144,Forest,v_col,4.077449361,colour
144,Forest,L_col,45.00687792,colour
144,Forest,a_col,5.726646109,colour
144,Forest,b_col,11.06454943,colour
144,Forest,h_col,1.093194054,colour
144,Forest,c_col,12.4586809,colour
144,Forest,R_col,118.9087266,colour
144,Forest,G_col,102.3747951,colour
144,Forest,B_col,88.0443937,colour
145,Forest,X_col,17.75253821,colour
145,Forest,Y_col,14.97851764,colour
145,Forest,Z_col,3.799432769,colour
145,Forest,x_col,0.485964981,colour
145,Forest,y_col,0.410027848,colour
145,Forest,u_col,12.32658573,colour
145,Forest,v_col,4.058157347,colour
145,Forest,L_col,45.60475967,colour
145,Forest,a_col,5.748721729,colour
145,Forest,b_col,10.98914223,colour
145,Forest,h_col,1.08881842,colour
145,Forest,c_col,12.40197761,colour
145,Forest,R_col,120.448822,colour
145,Forest,G_col,103.8276493,colour
145,Forest,B_col,89.61165492,colour
146,Forest,X_col,19.48436626,colour
146,Forest,Y_col,16.42326277,colour
146,Forest,Z_col,4.0332843,colour
146,Forest,x_col,0.487829762,colour
146,Forest,y_col,0.411188964,colour
146,Forest,u_col,13.25441975,colour
146,Forest,v_col,4.675696118,colour
146,Forest,L_col,47.52497016,colour
146,Forest,a_col,6.021370746,colour
146,Forest,b_col,12.38492623,colour
146,Forest,h_col,1.118261321,colour
146,Forest,c_col,13.77110392,colour
146,Forest,R_col,126.0555392,colour
146,Forest,G_col,108.3691268,colour
146,Forest,B_col,91.82884856,colour
147,Forest,X_col,24.75601946,colour
147,Forest,Y_col,20.91431095,colour
147,Forest,Z_col,5.180547954,colour
147,Forest,x_col,0.486835631,colour
147,Forest,y_col,0.411287113,colour
147,Forest,u_col,14.26098782,colour
147,Forest,v_col,5.121142778,colour
147,Forest,L_col,52.85558559,colour
147,Forest,a_col,6.29635242,colour
147,Forest,b_col,13.12209761,colour
147,Forest,h_col,1.123415994,colour
147,Forest,c_col,14.55450101,colour
147,Forest,R_col,140.4463991,colour
147,Forest,G_col,121.5171388,colour
147,Forest,B_col,103.5551327,colour
148,Forest,X_col,17.89359642,colour
148,Forest,Y_col,15.05094041,colour
148,Forest,Z_col,3.590314162,colour
148,Forest,x_col,0.489767877,colour
148,Forest,y_col,0.411961182,colour
148,Forest,u_col,13.27898882,colour
148,Forest,v_col,4.844904861,colour
148,Forest,L_col,45.70388865,colour
148,Forest,a_col,6.038076718,colour
148,Forest,b_col,12.94018505,colour
148,Forest,h_col,1.134212085,colour
148,Forest,c_col,14.27959241,colour
148,Forest,R_col,121.5297248,colour
148,Forest,G_col,103.8582269,colour
148,Forest,B_col,86.48557719,colour
149,Forest,X_col,24.58613266,colour
149,Forest,Y_col,20.88145169,colour
149,Forest,Z_col,5.051783252,colour
149,Forest,x_col,0.486667467,colour
149,Forest,y_col,0.413335572,colour
149,Forest,u_col,13.50013142,colour
149,Forest,v_col,5.627454599,colour
149,Forest,L_col,52.81950615,colour
149,Forest,a_col,5.756967861,colour
149,Forest,b_col,13.94210651,colour
149,Forest,h_col,1.179202289,colour
149,Forest,c_col,15.08393228,colour
149,Forest,R_col,139.5641074,colour
149,Forest,G_col,121.8446296,colour
149,Forest,B_col,101.9165728,colour
101,Forest,organic,10.6925148851715,organic
102,Forest,organic,20.1485905229107,organic
103,Forest,organic,14.9606578294464,organic
104,Forest,organic,17.5589105758064,organic
105,Forest,organic,17.0041059040068,organic
106,Forest,organic,8.10236924452392,organic
107,Forest,organic,15.7859649122807,organic
108,Forest,organic,2.91275350483189,organic
109,Forest,organic,2.00951696278799,organic
110,Forest,organic,1.90054400892733,organic
111,Forest,organic,9.19099714305623,organic
112,Forest,organic,15.921916592724,organic
113,Forest,organic,15.58655497529,organic
114,Forest,organic,10.8934874385771,organic
115,Forest,organic,7.93899509035829,organic
116,Forest,organic,21.8661305581835,organic
117,Forest,organic,26.9873656124931,organic
118,Forest,organic,5.10324279379157,organic
119,Forest,organic,15.6572164948454,organic
120,Forest,organic,15.3204413517358,organic
121,Forest,organic,20.5098324836125,organic
122,Forest,organic,9.8802290049524,organic
123,Forest,organic,8.76905126522278,organic
124,Forest,organic,10.9777320026991,organic
125,Forest,organic,3.43781248922452,organic
126,Forest,organic,6.8432830433841,organic
127,Forest,organic,11.2321139070981,organic
128,Forest,organic,13.4928680037651,organic
129,Forest,organic,10.0293836513612,organic
130,Forest,organic,6.9036579082947,organic
131,Forest,organic,14.2125094197438,organic
132,Forest,organic,24.6647355433966,organic
133,Forest,organic,1.37284219111051,organic
134,Forest,organic,13.1027590391548,organic
135,Forest,organic,4.67362188072748,organic
136,Forest,organic,19.8330604257358,organic
137,Forest,organic,13.2638630442873,organic
138,Forest,organic,11.9669979373711,organic
139,Forest,organic,14.4654545454546,organic
140,Forest,organic,4.40701510678937,organic
141,Forest,organic,4.19102972584993,organic
142,Forest,organic,5.8512513218188,organic
143,Forest,organic,14.6610385357156,organic
144,Forest,organic,14.28516643657,organic
145,Forest,organic,12.2515952597994,organic
146,Forest,organic,9.63016829420321,organic
147,Forest,organic,6.62063222179813,organic
148,Forest,organic,9.75143403441685,organic
149,Forest,organic,9.17293233082707,organic
1,Agriculture,organic,6.97367939378409,organic
2,Agriculture,organic,8.5886636995623,organic
3,Agriculture,organic,8.76608455882354,organic
4,Agriculture,organic,8.42843601895733,organic
5,Agriculture,organic,10.3039750584567,organic
6,Agriculture,organic,6.34394813706635,organic
7,Agriculture,organic,7.46208365465829,organic
8,Agriculture,organic,7.13641488162346,organic
9,Agriculture,organic,6.91156054181831,organic
10,Agriculture,organic,6.39900084487382,organic
11,Agriculture,organic,7.43449575871819,organic
12,Agriculture,organic,8.90260185485907,organic
13,Agriculture,organic,7.48845038140602,organic
14,Agriculture,organic,8.69338692270478,organic
15,Agriculture,organic,7.94721407624634,organic
16,Agriculture,organic,7.7020389938979,organic
17,Agriculture,organic,10.3604739097555,organic
18,Agriculture,organic,9.23895575158028,organic
19,Agriculture,organic,9.65361828953586,organic
20,Agriculture,organic,8.04036697247707,organic
21,Agriculture,organic,8.49625699542118,organic
22,Agriculture,organic,9.18602524236327,organic
23,Agriculture,organic,5.98547901540641,organic
24,Agriculture,organic,9.18484090096532,organic
25,Agriculture,organic,7.26034733379236,organic
26,Agriculture,organic,7.13218676983183,organic
27,Agriculture,organic,7.98233447696911,organic
28,Agriculture,organic,8.50447317903585,organic
29,Agriculture,organic,9.14460575007118,organic
30,Agriculture,organic,9.82632215816074,organic
31,Agriculture,organic,11.3633929527685,organic
32,Agriculture,organic,9.32318954998924,organic
33,Agriculture,organic,10.0490734637076,organic
34,Agriculture,organic,8.20030066575989,organic
35,Agriculture,organic,8.80966941256881,organic
36,Agriculture,organic,5.86305278174039,organic
37,Agriculture,organic,10.9620786516854,organic
38,Agriculture,organic,10.8130611062844,organic
39,Agriculture,organic,9.84996738421395,organic
40,Agriculture,organic,10.7142857142857,organic
41,Agriculture,organic,9.59054083643528,organic
42,Agriculture,organic,8.29554934890638,organic
43,Agriculture,organic,6.52912449571804,organic
44,Agriculture,organic,7.9094580076316,organic
45,Agriculture,organic,10.3574702108158,organic
46,Agriculture,organic,8.97932816537467,organic
47,Agriculture,organic,8.90325033263638,organic
48,Agriculture,organic,7.78844412244161,organic
49,Agriculture,organic,7.11765334854047,organic
101,Forest,dx_50,9.82011514,psa
101,Forest,ssa,906.6076556,psa
102,Forest,dx_50,12.89392257,psa
102,Forest,ssa,822.9276655,psa
103,Forest,dx_50,12.12906199,psa
103,Forest,ssa,853.6236961,psa
104,Forest,dx_50,11.39718233,psa
104,Forest,ssa,898.4152201,psa
105,Forest,dx_50,12.83695033,psa
105,Forest,ssa,898.9128141,psa
106,Forest,dx_50,15.43042057,psa
106,Forest,ssa,856.2579289,psa
107,Forest,dx_50,17.28088127,psa
107,Forest,ssa,759.9933222,psa
114,Forest,dx_50,17.37427921,psa
114,Forest,ssa,793.549523,psa
113,Forest,dx_50,16.30383874,psa
113,Forest,ssa,815.6045218,psa
112,Forest,dx_50,8.491557837,psa
112,Forest,ssa,1022.996563,psa
111,Forest,dx_50,15.78042737,psa
111,Forest,ssa,762.259269,psa
110,Forest,dx_50,28.61750064,psa
110,Forest,ssa,499.714284,psa
109,Forest,dx_50,24.5314523,psa
109,Forest,ssa,577.4657945,psa
108,Forest,dx_50,22.30294134,psa
108,Forest,ssa,592.10432,psa
121,Forest,dx_50,15.22835262,psa
121,Forest,ssa,827.3177809,psa
120,Forest,dx_50,9.640785429,psa
120,Forest,ssa,1011.431778,psa
119,Forest,dx_50,8.757752442,psa
119,Forest,ssa,1032.610994,psa
118,Forest,dx_50,25.90770919,psa
118,Forest,ssa,554.8043702,psa
117,Forest,dx_50,16.24988078,psa
117,Forest,ssa,737.5934386,psa
116,Forest,dx_50,17.53516598,psa
116,Forest,ssa,704.9733685,psa
115,Forest,dx_50,19.60097634,psa
115,Forest,ssa,679.1524069,psa
128,Forest,dx_50,18.0765234,psa
128,Forest,ssa,705.7431259,psa
127,Forest,dx_50,10.78273331,psa
127,Forest,ssa,870.6650537,psa
126,Forest,dx_50,19.04165943,psa
126,Forest,ssa,706.785412,psa
125,Forest,dx_50,21.37052693,psa
125,Forest,ssa,620.3615891,psa
124,Forest,dx_50,11.7444235,psa
124,Forest,ssa,882.5770383,psa
123,Forest,dx_50,13.94397397,psa
123,Forest,ssa,766.9271649,psa
122,Forest,dx_50,20.37324167,psa
122,Forest,ssa,687.0155303,psa
129,Forest,dx_50,16.67689053,psa
129,Forest,ssa,773.1282846,psa
130,Forest,dx_50,20.33139465,psa
130,Forest,ssa,651.9771721,psa
131,Forest,dx_50,14.73291732,psa
131,Forest,ssa,797.8324697,psa
132,Forest,dx_50,16.05589445,psa
132,Forest,ssa,749.3009228,psa
133,Forest,dx_50,28.99243356,psa
133,Forest,ssa,492.593308,psa
134,Forest,dx_50,14.75641644,psa
134,Forest,ssa,713.5737049,psa
135,Forest,dx_50,21.56704828,psa
135,Forest,ssa,603.2665219,psa
136,Forest,dx_50,13.47359437,psa
136,Forest,ssa,868.6397098,psa
137,Forest,dx_50,17.14551019,psa
137,Forest,ssa,728.4493687,psa
138,Forest,dx_50,15.09013353,psa
138,Forest,ssa,810.701048,psa
139,Forest,dx_50,17.80392813,psa
139,Forest,ssa,717.5778082,psa
140,Forest,dx_50,18.34183835,psa
140,Forest,ssa,661.452596,psa
141,Forest,dx_50,20.22923974,psa
141,Forest,ssa,629.8221327,psa
142,Forest,dx_50,21.30052752,psa
142,Forest,ssa,679.2125386,psa
143,Forest,dx_50,11.02718985,psa
143,Forest,ssa,940.3013262,psa
144,Forest,dx_50,11.35264693,psa
144,Forest,ssa,940.2746722,psa
145,Forest,dx_50,12.2501146,psa
145,Forest,ssa,896.2592213,psa
146,Forest,dx_50,16.75367806,psa
146,Forest,ssa,798.6980154,psa
147,Forest,dx_50,12.9584063,psa
147,Forest,ssa,899.5977112,psa
148,Forest,dx_50,18.37691409,psa
148,Forest,ssa,729.3853509,psa
149,Forest,dx_50,15.9499352,psa
149,Forest,ssa,746.5806138,psa
1,Agriculture,dx_50,5.612353925,psa
1,Agriculture,ssa,1902.681286,psa
2,Agriculture,dx_50,5.681634673,psa
2,Agriculture,ssa,1831.444923,psa
3,Agriculture,dx_50,5.400800063,psa
3,Agriculture,ssa,2047.077123,psa
4,Agriculture,dx_50,5.985856545,psa
4,Agriculture,ssa,1832.691929,psa
5,Agriculture,dx_50,5.365226008,psa
5,Agriculture,ssa,1985.614425,psa
6,Agriculture,dx_50,5.457429664,psa
6,Agriculture,ssa,1804.289835,psa
7,Agriculture,dx_50,7.304764865,psa
7,Agriculture,ssa,1458.533164,psa
8,Agriculture,dx_50,5.318195868,psa
8,Agriculture,ssa,1870.653316,psa
9,Agriculture,dx_50,5.075533747,psa
9,Agriculture,ssa,2008.121938,psa
10,Agriculture,dx_50,5.960982746,psa
10,Agriculture,ssa,1740.090392,psa
11,Agriculture,dx_50,5.360759513,psa
11,Agriculture,ssa,2046.751673,psa
12,Agriculture,dx_50,5.325370453,psa
12,Agriculture,ssa,1903.63964,psa
13,Agriculture,dx_50,5.013388344,psa
13,Agriculture,ssa,1971.089179,psa
14,Agriculture,dx_50,5.497059215,psa
14,Agriculture,ssa,1791.549336,psa
15,Agriculture,dx_50,5.00733274,psa
15,Agriculture,ssa,2122.393529,psa
16,Agriculture,dx_50,4.743332466,psa
16,Agriculture,ssa,2195.71967,psa
17,Agriculture,dx_50,4.933755889,psa
17,Agriculture,ssa,2138.002039,psa
18,Agriculture,dx_50,4.9699738,psa
18,Agriculture,ssa,2044.724287,psa
19,Agriculture,dx_50,5.208653683,psa
19,Agriculture,ssa,1841.490758,psa
20,Agriculture,dx_50,5.604924467,psa
20,Agriculture,ssa,1668.067413,psa
21,Agriculture,dx_50,5.418679377,psa
21,Agriculture,ssa,1747.59117,psa
22,Agriculture,dx_50,4.925176058,psa
22,Agriculture,ssa,2075.442842,psa
23,Agriculture,dx_50,5.626066776,psa
23,Agriculture,ssa,1830.007788,psa
24,Agriculture,dx_50,4.849118221,psa
24,Agriculture,ssa,2139.314969,psa
25,Agriculture,dx_50,4.637581382,psa
25,Agriculture,ssa,2189.247836,psa
26,Agriculture,dx_50,5.207149998,psa
26,Agriculture,ssa,1823.30965,psa
27,Agriculture,dx_50,5.379872802,psa
27,Agriculture,ssa,1717.888638,psa
28,Agriculture,dx_50,6.168576095,psa
28,Agriculture,ssa,1537.548179,psa
29,Agriculture,dx_50,4.760494809,psa
29,Agriculture,ssa,2081.959574,psa
30,Agriculture,dx_50,4.741559568,psa
30,Agriculture,ssa,2147.375558,psa
31,Agriculture,dx_50,5.270076073,psa
31,Agriculture,ssa,1957.506124,psa
32,Agriculture,dx_50,4.908629345,psa
32,Agriculture,ssa,1983.144895,psa
33,Agriculture,dx_50,5.423325556,psa
33,Agriculture,ssa,1786.795144,psa
34,Agriculture,dx_50,5.351056604,psa
34,Agriculture,ssa,1760.435564,psa
35,Agriculture,dx_50,6.062069604,psa
35,Agriculture,ssa,1542.598031,psa
36,Agriculture,dx_50,5.58439945,psa
