sample_number,site,element,value,group
35,Agriculture,R_col,136.9815113,colour
35,Agriculture,G_col,124.8223795,colour
35,Agriculture,B_col,109.9807078,colour
36,Agriculture,X_col,30.15852679,colour
36,Agriculture,Y_col,26.2658776,colour
36,Agriculture,Z_col,7.308381737,colour
36,Agriculture,x_col,0.473202705,colour
36,Agriculture,y_col,0.412125049,colour
36,Agriculture,u_col,8.692815445,colour
36,Agriculture,v_col,4.315648086,colour
36,Agriculture,L_col,58.28856361,colour
36,Agriculture,a_col,3.492168512,colour
36,Agriculture,b_col,9.655242969,colour
36,Agriculture,h_col,1.223748774,colour
36,Agriculture,c_col,10.26737346,colour
36,Agriculture,R_col,148.9948662,colour
36,Agriculture,G_col,137.5517797,colour
36,Agriculture,B_col,123.0201267,colour
37,Agriculture,X_col,22.60536864,colour
37,Agriculture,Y_col,19.74094772,colour
37,Agriculture,Z_col,5.728896552,colour
37,Agriculture,x_col,0.470208394,colour
37,Agriculture,y_col,0.410626319,colour
37,Agriculture,u_col,6.849332912,colour
37,Agriculture,v_col,3.13232661,colour
37,Agriculture,L_col,51.54304805,colour
37,Agriculture,a_col,2.909860311,colour
37,Agriculture,b_col,7.257689176,colour
37,Agriculture,h_col,1.189484329,colour
37,Agriculture,c_col,7.819292756,colour
37,Agriculture,R_col,129.9093367,colour
37,Agriculture,G_col,120.7380031,colour
37,Agriculture,B_col,110.3125615,colour
38,Agriculture,X_col,20.82892869,colour
38,Agriculture,Y_col,18.16955823,colour
38,Agriculture,Z_col,5.235317925,colour
38,Agriculture,x_col,0.470882592,colour
38,Agriculture,y_col,0.410761821,colour
38,Agriculture,u_col,6.847026149,colour
38,Agriculture,v_col,3.119579653,colour
38,Agriculture,L_col,49.70112084,colour
38,Agriculture,a_col,2.935675874,colour
38,Agriculture,b_col,7.312545979,colour
38,Agriculture,h_col,1.189034181,colour
38,Agriculture,c_col,7.879817354,colour
38,Agriculture,R_col,125.2614959,colour
38,Agriculture,G_col,116.0839014,colour
38,Agriculture,B_col,105.6564242,colour
39,Agriculture,X_col,19.68493574,colour
39,Agriculture,Y_col,17.12630606,colour
39,Agriculture,Z_col,4.850752504,colour
39,Agriculture,x_col,0.472491441,colour
39,Agriculture,y_col,0.411077442,colour
39,Agriculture,u_col,7.236205645,colour
39,Agriculture,v_col,3.267807228,colour
39,Agriculture,L_col,48.41878898,colour
39,Agriculture,a_col,3.125625322,colour
39,Agriculture,b_col,7.762479041,colour
39,Agriculture,h_col,1.188000558,colour
39,Agriculture,c_col,8.368130885,colour
39,Agriculture,R_col,122.4340897,colour
39,Agriculture,G_col,112.7389687,colour
39,Agriculture,B_col,101.7350844,colour
40,Agriculture,X_col,21.12104002,colour
40,Agriculture,Y_col,18.3362167,colour
40,Agriculture,Z_col,5.130855909,colour
40,Agriculture,x_col,0.473692174,colour
40,Agriculture,y_col,0.411235543,colour
40,Agriculture,u_col,7.916349404,colour
40,Agriculture,v_col,3.524757995,colour
40,Agriculture,L_col,49.90138878,colour
40,Agriculture,a_col,3.403839928,colour
40,Agriculture,b_col,8.367362269,colour
40,Agriculture,h_col,1.184441973,colour
40,Agriculture,c_col,9.033209706,colour
40,Agriculture,R_col,126.8260281,colour
40,Agriculture,G_col,116.245783,colour
40,Agriculture,B_col,104.3487705,colour
41,Agriculture,X_col,21.01568683,colour
41,Agriculture,Y_col,18.18871477,colour
41,Agriculture,Z_col,4.949184611,colour
41,Agriculture,x_col,0.475967835,colour
41,Agriculture,y_col,0.411941958,colour
41,Agriculture,u_col,8.631437686,colour
41,Agriculture,v_col,3.907817768,colour
41,Agriculture,L_col,49.72420275,colour
41,Agriculture,a_col,3.688816618,colour
41,Agriculture,b_col,9.319110811,colour
41,Agriculture,h_col,1.193886878,colour
41,Agriculture,c_col,10.0226341,colour
41,Agriculture,R_col,127.070972,colour
41,Agriculture,G_col,115.5940299,colour
41,Agriculture,B_col,102.2690961,colour
42,Agriculture,X_col,22.30676335,colour
42,Agriculture,Y_col,19.36426562,colour
42,Agriculture,Z_col,5.352757295,colour
42,Agriculture,x_col,0.474371911,colour
42,Agriculture,y_col,0.411797245,colour
42,Agriculture,u_col,8.227895237,colour
42,Agriculture,v_col,3.819701039,colour
42,Agriculture,L_col,51.11068417,colour
42,Agriculture,a_col,3.473032714,colour
42,Agriculture,b_col,8.956337137,colour
42,Agriculture,h_col,1.200874022,colour
42,Agriculture,c_col,9.606140284,colour
42,Agriculture,R_col,130.1658091,colour
42,Agriculture,G_col,119.2370831,colour
42,Agriculture,B_col,106.2986859,colour
43,Agriculture,X_col,27.01918286,colour
43,Agriculture,Y_col,23.58725226,colour
43,Agriculture,Z_col,6.73510971,colour
43,Agriculture,x_col,0.471197331,colour
43,Agriculture,y_col,0.411346648,colour
43,Agriculture,u_col,7.621693205,colour
43,Agriculture,v_col,3.689269366,colour
43,Agriculture,L_col,55.67215121,colour
43,Agriculture,a_col,3.123975787,colour
43,Agriculture,b_col,8.32539933,colour
43,Agriculture,h_col,1.211820217,colour
43,Agriculture,c_col,8.892215626,colour
43,Agriculture,R_col,141.1924889,colour
43,Agriculture,G_col,131.0885711,colour
43,Agriculture,B_col,118.7664085,colour
44,Agriculture,X_col,21.81478282,colour
44,Agriculture,Y_col,18.96296069,colour
44,Agriculture,Z_col,5.273739392,colour
44,Agriculture,x_col,0.473704242,colour
44,Agriculture,y_col,0.411777417,colour
44,Agriculture,u_col,7.87330819,colour
44,Agriculture,v_col,3.713263352,colour
44,Agriculture,L_col,50.64384374,colour
44,Agriculture,a_col,3.317085053,colour
44,Agriculture,b_col,8.679339123,colour
44,Agriculture,h_col,1.205744238,colour
44,Agriculture,c_col,9.291608088,colour
44,Agriculture,R_col,128.634509,colour
44,Agriculture,G_col,118.175981,colour
44,Agriculture,B_col,105.6167595,colour
45,Agriculture,X_col,15.88968917,colour
45,Agriculture,Y_col,13.77889756,colour
45,Agriculture,Z_col,3.83781588,colour
45,Agriculture,x_col,0.474228444,colour
45,Agriculture,y_col,0.411231779,colour
45,Agriculture,u_col,7.166586843,colour
45,Agriculture,v_col,3.147462598,colour
45,Agriculture,L_col,43.91416066,colour
45,Agriculture,a_col,3.193980474,colour
45,Agriculture,b_col,7.754722248,colour
45,Agriculture,h_col,1.180094514,colour
45,Agriculture,c_col,8.386729303,colour
45,Agriculture,R_col,111.218032,colour
45,Agriculture,G_col,101.5525435,colour
45,Agriculture,B_col,90.82003949,colour
46,Agriculture,X_col,18.99279914,colour
46,Agriculture,Y_col,16.41222407,colour
46,Agriculture,Z_col,4.431811089,colour
46,Agriculture,x_col,0.47676477,colour
46,Agriculture,y_col,0.411986152,colour
46,Agriculture,u_col,8.554457966,colour
46,Agriculture,v_col,3.818837243,colour
46,Agriculture,L_col,47.51073446,colour
46,Agriculture,a_col,3.709351371,colour
46,Agriculture,b_col,9.260851667,colour
46,Agriculture,h_col,1.189823603,colour
46,Agriculture,c_col,9.97610451,colour
46,Agriculture,R_col,121.4599754,colour
46,Agriculture,G_col,110.0550209,colour
46,Agriculture,B_col,96.96511817,colour
47,Agriculture,X_col,17.83560931,colour
47,Agriculture,Y_col,15.34532992,colour
47,Agriculture,Z_col,4.044316006,colour
47,Agriculture,x_col,0.479126582,colour
47,Agriculture,y_col,0.412229005,colour
47,Agriculture,u_col,9.153646562,colour
47,Agriculture,v_col,3.975491834,colour
47,Agriculture,L_col,46.10359379,colour
47,Agriculture,a_col,4.021068298,colour
47,Agriculture,b_col,9.845792425,colour
47,Agriculture,h_col,1.183065548,colour
47,Agriculture,c_col,10.63525358,colour
47,Agriculture,R_col,118.5529456,colour
47,Agriculture,G_col,106.3417461,colour
47,Agriculture,B_col,92.57369873,colour
48,Agriculture,X_col,26.49823506,colour
48,Agriculture,Y_col,22.96042942,colour
48,Agriculture,Z_col,6.206459239,colour
48,Agriculture,x_col,0.476029393,colour
48,Agriculture,y_col,0.412474237,colour
48,Agriculture,u_col,9.403494892,colour
48,Agriculture,v_col,4.475068503,colour
48,Agriculture,L_col,55.03155539,colour
48,Agriculture,a_col,3.86658852,colour
48,Agriculture,b_col,10.31876731,colour
48,Agriculture,h_col,1.212276254,colour
48,Agriculture,c_col,11.01941312,colour
48,Agriculture,R_col,141.2883996,colour
48,Agriculture,G_col,128.8985339,colour
48,Agriculture,B_col,113.6628873,colour
49,Agriculture,X_col,28.23645768,colour
49,Agriculture,Y_col,24.54955474,colour
49,Agriculture,Z_col,6.775843313,colour
49,Agriculture,x_col,0.474069475,colour
49,Agriculture,y_col,0.412169071,colour
49,Agriculture,u_col,8.845105009,colour
49,Agriculture,v_col,4.302019244,colour
49,Agriculture,L_col,56.63387191,colour
49,Agriculture,a_col,3.596231801,colour
49,Agriculture,b_col,9.751668721,colour
49,Agriculture,h_col,1.217488897,colour
49,Agriculture,c_col,10.39364835,colour
49,Agriculture,R_col,144.8654519,colour
49,Agriculture,G_col,133.207472,colour
49,Agriculture,B_col,118.6750395,colour
101,Forest,X_col,28.38820689,colour
101,Forest,Y_col,24.29046777,colour
101,Forest,Z_col,6.18242364,colour
101,Forest,x_col,0.482291492,colour
101,Forest,y_col,0.412674389,colour
101,Forest,u_col,12.54965596,colour
101,Forest,v_col,5.336700945,colour
101,Forest,L_col,56.37745066,colour
101,Forest,a_col,5.267774184,colour
101,Forest,b_col,12.78423644,colour
101,Forest,h_col,1.179943396,colour
101,Forest,c_col,13.82700785,colour
101,Forest,R_col,147.8080455,colour
101,Forest,G_col,131.2849182,colour
101,Forest,B_col,112.7603135,colour
102,Forest,X_col,16.19321837,colour
102,Forest,Y_col,13.71313725,colour
102,Forest,Z_col,3.470093309,colour
102,Forest,x_col,0.485169001,colour
102,Forest,y_col,0.41086268,colour
102,Forest,u_col,11.31740969,colour
102,Forest,v_col,4.009511844,colour
102,Forest,L_col,43.81869444,colour
102,Forest,a_col,5.25971315,colour
102,Forest,b_col,10.74471743,colour
102,Forest,h_col,1.115570885,colour
102,Forest,c_col,11.96300694,colour
102,Forest,R_col,115.0659418,colour
102,Forest,G_col,99.81343825,colour
102,Forest,B_col,85.69785654,colour
103,Forest,X_col,14.97473605,colour
103,Forest,Y_col,12.6271604,colour
103,Forest,Z_col,3.166768946,colour
103,Forest,x_col,0.486687864,colour
103,Forest,y_col,0.410390254,colour
103,Forest,u_col,11.56931904,colour
103,Forest,v_col,3.890545668,colour
103,Forest,L_col,42.19601158,colour
103,Forest,a_col,5.482142676,colour
103,Forest,b_col,10.7214671,colour
103,Forest,h_col,1.098130669,colour
103,Forest,c_col,12.04175009,colour
103,Forest,R_col,111.358738,colour
103,Forest,G_col,95.6960834,colour
103,Forest,B_col,81.916561,colour
104,Forest,X_col,18.27474722,colour
104,Forest,Y_col,15.43063322,colour
104,Forest,Z_col,3.789975353,colour
104,Forest,x_col,0.487386953,colour
104,Forest,y_col,0.411534519,colour
104,Forest,u_col,12.61545797,colour
104,Forest,v_col,4.584581057,colour
104,Forest,L_col,46.21845731,colour
104,Forest,a_col,5.737864717,colour
104,Forest,b_col,12.12631832,colour
104,Forest,h_col,1.128838481,colour
104,Forest,c_col,13.41531541,colour
104,Forest,R_col,122.1934626,colour
104,Forest,G_col,105.351564,colour
104,Forest,B_col,89.09903478,colour
105,Forest,X_col,13.7045947,colour
105,Forest,Y_col,11.52719729,colour
105,Forest,Z_col,2.887151988,colour
105,Forest,x_col,0.487379423,colour
105,Forest,y_col,0.409944175,colour
105,Forest,u_col,11.44420202,colour
105,Forest,v_col,3.696998136,colour
105,Forest,L_col,40.45458658,colour
105,Forest,a_col,5.52602015,colour
105,Forest,b_col,10.43831931,colour
105,Forest,h_col,1.083908237,colour
105,Forest,c_col,11.81081745,colour
105,Forest,R_col,107.0353533,colour
105,Forest,G_col,91.45355469,colour
105,Forest,B_col,78.30519192,colour
106,Forest,X_col,19.30202991,colour
106,Forest,Y_col,16.18037479,colour
106,Forest,Z_col,3.834263114,colour
106,Forest,x_col,0.490937584,colour
106,Forest,y_col,0.41153983,colour
106,Forest,u_col,14.31298214,colour
106,Forest,v_col,5.017406647,colour
106,Forest,L_col,47.210251,colour
106,Forest,a_col,6.502272348,colour
106,Forest,b_col,13.46712874,colour
106,Forest,h_col,1.120982526,colour
106,Forest,c_col,14.95470167,colour
106,Forest,R_col,126.2484431,colour
106,Forest,G_col,107.2245591,colour
106,Forest,B_col,89.23628346,colour
107,Forest,X_col,13.57088143,colour
107,Forest,Y_col,11.45681843,colour
107,Forest,Z_col,2.93609679,colour
107,Forest,x_col,0.485301821,colour
107,Forest,y_col,0.409701822,colour
107,Forest,u_col,10.75776365,colour
107,Forest,v_col,3.471778761,colour
107,Forest,L_col,40.33945818,colour
107,Forest,a_col,5.21024032,colour
107,Forest,b_col,9.751526024,colour
107,Forest,h_col,1.08008671,colour
107,Forest,c_col,11.05616859,colour
107,Forest,R_col,106.1085551,colour
107,Forest,G_col,91.40814928,colour
107,Forest,B_col,79.16177556,colour
108,Forest,X_col,29.58458076,colour
108,Forest,Y_col,25.15906005,colour
108,Forest,Z_col,5.91247673,colour
108,Forest,x_col,0.487742737,colour
108,Forest,y_col,0.414781906,colour
108,Forest,u_col,14.63427533,colour
108,Forest,v_col,6.620240318,colour
108,Forest,L_col,57.23007177,colour
108,Forest,a_col,5.988016275,colour
108,Forest,b_col,15.90876514,colour
108,Forest,h_col,1.210801188,colour
108,Forest,c_col,16.99838661,colour
108,Forest,R_col,151.9165425,colour
108,Forest,G_col,132.925884,colour
108,Forest,B_col,109.2946607,colour
109,Forest,X_col,29.60359177,colour
109,Forest,Y_col,25.21092171,colour
109,Forest,Z_col,5.958021097,colour
109,Forest,x_col,0.48712123,colour
109,Forest,y_col,0.414840715,colour
109,Forest,u_col,14.32509072,colour
109,Forest,v_col,6.571868836,colour
109,Forest,L_col,57.28035487,colour
109,Forest,a_col,5.840158052,colour
109,Forest,b_col,15.71283915,colour
109,Forest,h_col,1.214938955,colour
109,Forest,c_col,16.76307729,colour
109,Forest,R_col,151.7529876,colour
109,Forest,G_col,133.169774,colour
109,Forest,B_col,109.7567565,colour
110,Forest,X_col,29.70741762,colour
110,Forest,Y_col,25.37956998,colour
110,Forest,Z_col,6.068341852,colour
110,Forest,x_col,0.485769889,colour
110,Forest,y_col,0.41500177,colour
110,Forest,u_col,13.65251092,colour
110,Forest,v_col,6.481734081,colour
110,Forest,L_col,57.44339465,colour
110,Forest,a_col,5.513055169,colour
110,Forest,b_col,15.31527693,colour
110,Forest,h_col,1.225266441,colour
110,Forest,c_col,16.27733039,colour
110,Forest,R_col,151.5321028,colour
110,Forest,G_col,133.8421144,colour
110,Forest,B_col,110.843127,colour
111,Forest,X_col,19.83049025,colour
111,Forest,Y_col,16.7846372,colour
111,Forest,Z_col,4.139258569,colour
111,Forest,x_col,0.486585425,colour
111,Forest,y_col,0.411848609,colour
111,Forest,u_col,12.67670065,colour
111,Forest,v_col,4.757329946,colour
111,Forest,L_col,47.98752448,colour
111,Forest,a_col,5.67490538,colour
111,Forest,b_col,12.33898822,colour
111,Forest,h_col,1.139726431,colour
111,Forest,c_col,13.58142781,colour
111,Forest,R_col,126.6434281,colour
111,Forest,G_col,109.7808607,colour
111,Forest,B_col,92.97821326,colour
112,Forest,X_col,19.86971231,colour
112,Forest,Y_col,16.84135428,colour
112,Forest,Z_col,4.227653371,colour
112,Forest,x_col,0.485352554,colour
112,Forest,y_col,0.411379601,colour
112,Forest,u_col,12.33262423,colour
112,Forest,v_col,4.536732947,colour
112,Forest,L_col,48.05951701,colour
112,Forest,a_col,5.550049228,colour
112,Forest,b_col,11.77052773,colour
112,Forest,h_col,1.13019049,colour
112,Forest,c_col,13.01339193,colour
112,Forest,R_col,126.5123404,colour
112,Forest,G_col,110.0528204,colour
112,Forest,B_col,94.13612296,colour
113,Forest,X_col,15.40554148,colour
113,Forest,Y_col,12.90295439,colour
113,Forest,Z_col,3.13178024,colour
113,Forest,x_col,0.489993836,colour
113,Forest,y_col,0.410395708,colour
113,Forest,u_col,12.885841,colour
113,Forest,v_col,4.210735826,colour
113,Forest,L_col,42.61665659,colour
113,Forest,a_col,6.10389031,colour
113,Forest,b_col,11.77798897,colour
113,Forest,h_col,1.092659052,colour
113,Forest,c_col,13.26568887,colour
113,Forest,R_col,113.6265244,colour
113,Forest,G_col,96.25434904,colour
113,Forest,B_col,81.17874193,colour
114,Forest,X_col,16.2145773,colour
114,Forest,Y_col,13.63753695,colour
114,Forest,Z_col,3.355887245,colour
114,Forest,x_col,0.488273204,colour
114,Forest,y_col,0.41067021,colour
114,Forest,u_col,12.49804886,colour
114,Forest,v_col,4.227757327,colour
114,Forest,L_col,43.70856531,colour
114,Forest,a_col,5.850033018,colour
114,Forest,b_col,11.57974279,colour
114,Forest,h_col,1.103001025,colour
114,Forest,c_col,12.97356271,colour
114,Forest,R_col,115.9230215,colour
114,Forest,G_col,99.10454025,colour
114,Forest,B_col,84.07231149,colour
115,Forest,X_col,25.19437145,colour
115,Forest,Y_col,21.27532327,colour
115,Forest,Z_col,5.041160601,colour
115,Forest,x_col,0.489108,colour
115,Forest,y_col,0.413026014,colour
115,Forest,u_col,14.81605243,colour
115,Forest,v_col,5.850913467,colour
115,Forest,L_col,53.24951112,colour
115,Forest,a_col,6.376854364,colour
115,Forest,b_col,14.75694052,colour
115,Forest,h_col,1.162905599,colour
115,Forest,c_col,16.07580683,colour
115,Forest,R_col,141.9087221,colour
115,Forest,G_col,122.4571862,colour
115,Forest,B_col,101.596697,colour
116,Forest,X_col,12.99613004,colour
116,Forest,Y_col,10.93487589,colour
116,Forest,Z_col,2.719760978,colour
116,Forest,x_col,0.487645631,colour
116,Forest,y_col,0.410302485,colour
116,Forest,u_col,11.16636828,colour
116,Forest,v_col,3.697410118,colour
116,Forest,L_col,39.47056745,colour
116,Forest,a_col,5.402998269,colour
116,Forest,b_col,10.4546496,colour
116,Forest,h_col,1.093796556,colour
116,Forest,c_col,11.76826617,colour
116,Forest,R_col,104.3939265,colour
116,Forest,G_col,89.1807279,colour
116,Forest,B_col,75.95795179,colour
117,Forest,X_col,10.39843306,colour
117,Forest,Y_col,8.690384316,colour
117,Forest,Z_col,2.131433587,colour
117,Forest,x_col,0.490024038,colour
117,Forest,y_col,0.409532589,colour
117,Forest,u_col,10.90111979,colour
117,Forest,v_col,3.348096696,colour
117,Forest,L_col,35.38120874,colour
117,Forest,a_col,5.514345096,colour
117,Forest,b_col,10.05151969,colour
117,Forest,h_col,1.069022383,colour
117,Forest,c_col,11.4647743,colour
117,Forest,R_col,94.46087744,colour
117,Forest,G_col,79.38927739,colour
117,Forest,B_col,67.19946198,colour
118,Forest,X_col,23.51038289,colour
118,Forest,Y_col,19.93346759,colour
118,Forest,Z_col,4.740116079,colour
118,Forest,x_col,0.487929587,colour
118,Forest,y_col,0.413695032,colour
118,Forest,u_col,13.66792251,colour
118,Forest,v_col,5.73454832,colour
118,Forest,L_col,51.76190507,colour
118,Forest,a_col,5.839327792,colour
118,Forest,b_col,14.31791242,colour
118,Forest,h_col,1.183555019,colour
118,Forest,c_col,15.46287053,colour
118,Forest,R_col,137.0203374,colour
118,Forest,G_col,119.1103456,colour
118,Forest,B_col,98.66067748,colour
119,Forest,X_col,17.51481043,colour
119,Forest,Y_col,14.87573447,colour
119,Forest,Z_col,3.76780124,colour
119,Forest,x_col,0.484391912,colour
119,Forest,y_col,0.411405279,colour
119,Forest,u_col,11.28783773,colour
119,Forest,v_col,4.210770621,colour
119,Forest,L_col,45.46352469,colour
119,Forest,a_col,5.141096767,colour
119,Forest,b_col,11.01063292,colour
119,Forest,h_col,1.13396026,colour
119,Forest,c_col,12.15174527,colour
119,Forest,R_col,119.0669572,colour
119,Forest,G_col,103.9366698,colour
119,Forest,B_col,89.15284449,colour
120,Forest,X_col,17.05062455,colour
120,Forest,Y_col,14.36284827,colour
120,Forest,Z_col,3.549287061,colour
120,Forest,x_col,0.487679594,colour
120,Forest,y_col,0.410804191,colour
120,Forest,u_col,12.53119859,colour
120,Forest,v_col,4.304939275,colour
120,Forest,L_col,44.74886666,colour
120,Forest,a_col,5.814284345,colour
120,Forest,b_col,11.65090009,colour
120,Forest,h_col,1.107915696,colour
120,Forest,c_col,13.02111267,colour
120,Forest,R_col,118.5059278,colour
120,Forest,G_col,101.6773039,colour
120,Forest,B_col,86.42121974,colour
121,Forest,X_col,9.800814163,colour
121,Forest,Y_col,8.173440854,colour
121,Forest,Z_col,2.00666806,colour
121,Forest,x_col,0.490508578,colour
121,Forest,y_col,0.409062225,colour
121,Forest,u_col,10.8261535,colour
121,Forest,v_col,3.203438775,colour
121,Forest,L_col,34.34151686,colour
121,Forest,a_col,5.561275227,colour
121,Forest,b_col,9.822268453,colour
121,Forest,h_col,1.055607811,colour
121,Forest,c_col,11.28737081,colour
121,Forest,R_col,91.97089461,colour
121,Forest,G_col,76.91680294,colour
121,Forest,B_col,65.21416155,colour
122,Forest,X_col,21.95221529,colour
122,Forest,Y_col,18.73442796,colour
122,Forest,Z_col,4.837306789,colour
122,Forest,x_col,0.482212446,colour
122,Forest,y_col,0.411529051,colour
122,Forest,u_col,11.53604925,colour
122,Forest,v_col,4.478660128,colour
122,Forest,L_col,50.37504087,colour
122,Forest,a_col,5.08464582,colour
122,Forest,b_col,11.23086466,colour
122,Forest,h_col,1.145667323,colour
122,Forest,c_col,12.32825796,colour
122,Forest,R_col,131.5579084,colour
122,Forest,G_col,116.1877587,colour
122,Forest,B_col,100.6663552,colour
123,Forest,X_col,21.59354626,colour
123,Forest,Y_col,18.31111457,colour
123,Forest,Z_col,4.46876195,colour
123,Forest,x_col,0.486632423,colour
123,Forest,y_col,0.412659502,colour
123,Forest,u_col,12.94176211,colour
123,Forest,v_col,5.145911627,colour
123,Forest,L_col,49.87130223,colour
123,Forest,a_col,5.661368382,colour
123,Forest,b_col,13.05297717,colour
123,Forest,h_col,1.161560999,colour
123,Forest,c_col,14.22783557,colour
123,Forest,R_col,131.5915701,colour
123,Forest,G_col,114.4924145,colour
123,Forest,B_col,96.28192173,colour
124,Forest,X_col,20.79946242,colour
124,Forest,Y_col,17.60973769,colour
124,Forest,Z_col,4.366714219,colour
124,Forest,x_col,0.486242381,colour
124,Forest,y_col,0.411674139,colour
124,Forest,u_col,12.85971632,colour
124,Forest,v_col,4.784474819,colour
124,Forest,L_col,49.0192993,colour
124,Forest,a_col,5.739570604,colour
124,Forest,b_col,12.35504373,colour
124,Forest,h_col,1.135906382,colour
124,Forest,c_col,13.62313387,colour
124,Forest,R_col,129.4055586,colour
124,Forest,G_col,112.3011844,colour
124,Forest,B_col,95.45899083,colour
125,Forest,X_col,29.10151658,colour
125,Forest,Y_col,24.79138561,colour
125,Forest,Z_col,5.895052649,colour
125,Forest,x_col,0.486745477,colour
125,Forest,y_col,0.414655187,colour
125,Forest,u_col,14.10749264,colour
125,Forest,v_col,6.431682093,colour
125,Forest,L_col,56.87159176,colour
125,Forest,a_col,5.772996077,colour
125,Forest,b_col,15.39920335,colour
125,Forest,h_col,1.21212274,colour
125,Forest,c_col,16.44575774,colour
125,Forest,R_col,150.4958127,colour
125,Forest,G_col,132.1703656,colour
125,Forest,B_col,109.3024035,colour
126,Forest,X_col,23.76203636,colour
126,Forest,Y_col,20.03915519,colour
126,Forest,Z_col,4.65236626,colour
126,Forest,x_col,0.490408495,colour
126,Forest,y_col,0.413574484,colour
126,Forest,u_col,14.8301014,colour
126,Forest,v_col,5.972591009,colour
126,Forest,L_col,51.88145232,colour
126,Forest,a_col,6.383226731,colour
126,Forest,b_col,15.16055147,colour
126,Forest,h_col,1.172283034,colour
126,Forest,c_col,16.44955636,colour
126,Forest,R_col,138.4163208,colour
126,Forest,G_col,118.9948237,colour
126,Forest,B_col,97.52010289,colour
127,Forest,X_col,23.70182931,colour
127,Forest,Y_col,20.16860247,colour
127,Forest,Z_col,5.038142183,colour
127,Forest,x_col,0.484615015,colour
127,Forest,y_col,0.412373554,colour
127,Forest,u_col,12.70291713,colour
127,Forest,v_col,5.087854944,colour
127,Forest,L_col,52.02730371,colour
127,Forest,a_col,5.501833532,colour
127,Forest,b_col,12.67057486,colour
127,Forest,h_col,1.16114115,colour
127,Forest,c_col,13.81353102,colour
127,Forest,R_col,136.8264953,colour
127,Forest,G_col,120.0337395,colour
127,Forest,B_col,102.213584,colour
128,Forest,X_col,14.64490897,colour
128,Forest,Y_col,12.35903107,colour
128,Forest,Z_col,3.133283839,colour
128,Forest,x_col,0.485940876,colour
128,Forest,y_col,0.410091889,colour
128,Forest,u_col,11.26770002,colour
128,Forest,v_col,3.729058874,colour
128,Forest,L_col,41.78114326,colour
128,Forest,a_col,5.374463703,colour
128,Forest,b_col,10.32316213,colour
128,Forest,h_col,1.090787673,colour
128,Forest,c_col,11.63840781,colour
128,Forest,R_col,110.0719644,colour
128,Forest,G_col,94.76929973,colour
128,Forest,B_col,81.60464698,colour
129,Forest,X_col,18.31821966,colour
129,Forest,Y_col,15.45922598,colour
129,Forest,Z_col,3.761205557,colour
129,Forest,x_col,0.487982894,colour
129,Forest,y_col,0.411821562,colour
129,Forest,u_col,12.77728085,colour
129,Forest,v_col,4.707974929,colour
129,Forest,L_col,46.25686359,colour
129,Forest,a_col,5.789351747,colour
129,Forest,b_col,12.43390192,colour
129,Forest,h_col,1.135037042,colour
129,Forest,c_col,13.71563015,colour
129,Forest,R_col,122.4322146,colour
129,Forest,G_col,105.4082687,colour
129,Forest,B_col,88.66005012,colour
130,Forest,X_col,19.41880713,colour
130,Forest,Y_col,16.26995129,colour
130,Forest,Z_col,3.752298592,colour
130,Forest,x_col,0.492350069,colour
130,Forest,y_col,0.412513064,colour
130,Forest,u_col,14.62657074,colour
130,Forest,v_col,5.387078916,colour
130,Forest,L_col,47.32668292,colour
130,Forest,a_col,6.561849487,colour
130,Forest,b_col,14.35339293,colour
130,Forest,h_col,1.142001102,colour
130,Forest,c_col,15.78219748,colour
130,Forest,R_col,126.7969142,colour
130,Forest,G_col,107.4696718,colour
130,Forest,B_col,87.96250684,colour
131,Forest,X_col,13.5011438,colour
131,Forest,Y_col,11.33455934,colour
131,Forest,Z_col,2.795710232,colour
131,Forest,x_col,0.488615751,colour
131,Forest,y_col,0.410205558,colour
131,Forest,u_col,11.71227796,colour
131,Forest,v_col,3.818336191,colour
131,Forest,L_col,40.13833607,colour
131,Forest,a_col,5.651520782,colour
131,Forest,b_col,10.82032043,colour
131,Forest,h_col,1.089463391,colour
131,Forest,c_col,12.20733474,colour
131,Forest,R_col,106.5205473,colour
131,Forest,G_col,90.60058948,colour
131,Forest,B_col,76.93060611,colour
132,Forest,X_col,10.62479723,colour
132,Forest,Y_col,9.01677311,colour
132,Forest,Z_col,2.396669179,colour
132,Forest,x_col,0.482107349,colour
132,Forest,y_col,0.409142169,colour
132,Forest,u_col,8.749696587,colour
132,Forest,v_col,2.771881581,colour
132,Forest,L_col,36.01656903,colour
132,Forest,a_col,4.410998089,colour
132,Forest,b_col,8.015761392,colour
132,Forest,h_col,1.067730039,colour
132,Forest,c_col,9.149280563,colour
132,Forest,R_col,93.87554162,colour
132,Forest,G_col,81.67981152,colour
132,Forest,B_col,71.90525007,colour
133,Forest,X_col,32.21943132,colour
133,Forest,Y_col,27.55028864,colour
133,Forest,Z_col,6.639603265,colour
133,Forest,x_col,0.485164277,colour
133,Forest,y_col,0.414855736,colour
133,Forest,u_col,13.8858771,colour
133,Forest,v_col,6.598371961,colour
133,Forest,L_col,59.4802576,colour
133,Forest,a_col,5.567157192,colour
133,Forest,b_col,15.43844563,colour
133,Forest,h_col,1.224706608,colour
133,Forest,c_col,16.41154602,colour
133,Forest,R_col,157.0584603,colour
133,Forest,G_col,139.0620406,colour
133,Forest,B_col,115.7282703,colour
134,Forest,X_col,21.03478478,colour
